Period,MLR_No,Licensee_Name_Eng,Licensee_Name_Chi,Hotline,Third_Party_Eng,Third_Party_Chi,Third_Party_Addr_Eng,Third_Party_Addr_Chi,Reg_Date
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Integrity Enterprises Limited,誠信業務有限公司,FLAT C 26/F LEGEND TOWER 7 SHING YIP ST KWUN TONG KL,,22/12/2020
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,AU-YEUNG CHING YUEN,歐陽靖遠,RM 218-219 2/F WING HING WAI KAM SHEUNG YUEN LONG NT,,29/12/2020
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,I Believe Finance Limited,信景財務有限公司,,香港荃灣沙咀道362號全發商業大廈2206室 ,8/1/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Ku On Wah Doris,谷安華,FT 1712 17/F KING YU HSE KING LAM EST TSEUNG KWAN O KOWLOON,,8/1/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Leung Kwok Fai Simon,梁國輝,FLAT A 53/F BLK 3 PARK CENTRAL TSEUNG KWOK O NT,,22/1/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Marcus (Asia) Business Consultant Company,梓晉(亞洲)企業顧問公司,FLAT/RM 1605 16/F LANDWIDE BUILDING 118-120 AUSTIN ROAD KL,,5/3/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,EASY COME ENQUIRY SERVICING LIMITED ,易達咨詢服務有限公司,FLAT/RM C05 8/F CHEUNG KONG FACTORY BUILDING 5 CHANGSHUN STREET LAI CHI KOK KL,,16/3/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,1 Mortgage Management Co.,壹‧按揭策劃公司,UNIT 928 9/F STAR HOUSE 3 SALISBURY ROAD TSIM SHA TSUI KOWLOON,,16/3/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,LUCKY WISE DEVELOPMENT LIMITED,智運按揭轉介有限公司,ROOMS 2510-2518 25/F SHUI ON CENTRE 6-8 HARBOUR ROAD WANCHAI HK,,19/3/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Brightness Knight Management Limited,,COCKLOFT SHOP 10 G/F VALIANT COURT 5 PEACE AVENUE HO MAN TIN KL,,19/3/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,LEADING GROUP DEVELOPMENT LIMITED,領先集團發展有限公司,FLAT/RM 01 2/F CANNY INDUSTRIAL BLDG NO 33 TAI YAU STREET SAN PO KONG ,,1/4/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,LAM YING KIU GARY,林英翹,FLAT H 21/F BLK 1 BANYAN GARDEN LAI CHI KOK KLN,,13/4/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Lau Chui Ling,劉翠玲,"FLT 3512, TAK ON HSE, HAU TAK EST, TSEUNG KWAN O, NT",,27/4/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Lau Ka Chun,劉家俊,"Flat 108 1/F, 1-3 Kam Tin Shi, Kam Tin, Yuen Long NT",,29/4/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Gutsy Mortgage Accounting Affairs Limited ,吉時按揭會計事務所有限公司,"Flat/Rm B25 5/F, East Sun Industrial Building, 20 Shing Yip Street, Kwun Tong KL",,29/4/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Chiu Sau Yu,趙秀瑜,FT 3907 39/F HI SHEK HSE SHEK MUN ESTATE SHA TIN N.T.,,6/5/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,"SOLAR INTERNATIONAL ENTERPRISE CO., LIMITED",太陽國際企業有限公司,"Flat/Rm C-D, 9/F, Wing Kwok Centre, 182 Woosung Street, Jordan KL",,16/6/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Wong Chun Pong,王振邦,Flar 712 7/F Yiu Kwai House Yiu Tung Estate Shau Kei Wan Hong Kong,,9/8/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,O'STAR (HONG KONG) INTERNATIONAL LIMITED,滶星香港國際有限公司,,九龍尖沙咀麼地道61號冠華中心3樓313室,2/9/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,Prestige Fine Wines Limited ,名仕酒業有限公司,"Flat/Rm 404 4/F, Knutsford Commercial Bldg., 4-5 Knutsford Terrace, Tsim Sha Tsui KL",,5/11/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,JAGER MIND COMPANY LIMITED,雅格維有限公司,UNIT 1209 12/F SEAVIEW CENTRE 139-141 HOI BUN ROAD KWUN TONG KL,,16/11/2021
As at 12:00 noon of 3 January 2022 ,4116,3 Sing Credit Limited,三昇信貸有限公司,2957 0105,K.T. Group (Global) Limited ,嘉貸集團(環球)有限公司,,香港尖沙咀柯士甸道118-120號業廣商業大廈701室,2/12/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,EIGHTY CONSULTANT CO,捌十顧問公司,FLAT/RM 1005 10/F KOWLOON BLDG 555 NATHAN RD YAU MA TEI,,2/8/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Kapital Oasis Management Limited ,博達策劃管理有限公司,,九龍旺角彌敦道573號富運商業中心11樓B室,14/8/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,HONOR C I S,匡裕工商鋪,1/F 126 MA KWU LAM SAI SHA ROAD SAI KUNG NT,,17/8/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,MASTER GROUP ENTERPRISE CO. LIMITED ,萬事達企業策劃有限公司,FLAT/RM 2619 BLK 1 26/F MILLENNIUM CITY 1 388 KWUN TONG ROAD KWUN TONG KL,,17/8/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,One & Only Connection Service Company Limited ,唯一配對策劃有限公司,Unit 2 Rm 1109 (D) BLK 2 Enterprise Square 9 Sheung Yuet Rd Kowloon Bay Hong Kong,,17/8/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,PANDA INFORMATION LIMITED ,熊貓資訊有限公司,RM 3205 CLIFFORD CENTRE 778-784 CHEUNG SHA WAN RD CHEUNG SHA WAN KOWLOON HONG KONG ,,23/8/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Lam Cho Kit,林祖傑,FLAT E 31/F BLOCK 5 23 YAT MING ROAD DAWNING VIEWS FANLING NEW TERRITORIES,,4/9/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Yim Kar Ming,嚴嘉銘,RM 1811 TIN MING HSE TIN PING EST SHEUNG SHUI NT,,10/10/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Lokson Sumptuous Asset Limited ,諾信豐盛資產有限公司,FLAT/RM 1501A 15/F TOWER 1 CHINA HONG KONG CITY 33 CANTON ROAD TSIM SHA TSUI KL,,10/10/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,TRUSTY CENTURY LIMITED ,信用世紀有限公司,FLAT/RM 1101 11/F GINZA PLAZA NO.2A SAI YEUNG CHOI STREET SOUTH KL,,15/10/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,MA CHI WA,馬志樺,RM 3403 SHUI MOON HSE TIN SHUI EST TIN SHUI WAI NT,,22/10/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Yu Kai On,余啟安,1/F 98 SAN HUI VILLAGE TUEN MUN NT,,22/10/2018
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,GRAND KEEN INVESTMENT LIMITED ,廣銳投資有限公司,FLAT/RM 503 5/F PARK TOWER 15 AUSTIN ROAD JORDAN KL,,29/1/2019
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,NET EXPRESS LIMITED,網通有限公司,FLAT/RM 1 BLK D 07/F MERLIN CTR 65 PO ON ROAD CHEUNG SHA WAN KL,,7/3/2019
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,ANDISON FINANCIAL CONSULTANCY LIMITED ,廷豐企業融資顧問有限公司,G/F 117A WUHU STREET HUNG HOM KL,,25/3/2019
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Lam Ting Fung Andy,林霆鋒,FLAT B 7/F BLOCK 2 WHAMPOA GARDEN SITE 3 HUNG HOM HONG KONG,,25/3/2019
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,LUCKY TRADING COMPANY,樂其貿易公司,FLAT/RM 928 9/F STAR HOUSE 3 SALISBURY ROAD TSIM SHA TSUI KL,,11/4/2019
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,GLOBAL HERTZ CONSULTANCY COMPANY LIMITED ,高迅顧問有限公司,"FLAT B, 4/F, BLK 5, GREENFIELD GARDEN, NO. 1 FUNG SHUE WO RD, TSING YI, NT",,14/6/2019
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,CREATIVE IDEOLOGY PROPERTY AGENCY LIMITED ,創維物業代理有限公司,FLAT/RM 07-08 4/F HING YIP COMMERCIAL CENTRE 272-284 DES VOEUX ROAD CENTRAL SHEUNG WAN HK,,16/7/2019
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Gold Shine Enterprise Co.,金炫企業顧問,ROOM 1605 LANDWIDE BUILDING 118-120 AUSTIN ROAD TSIM SHA TSUI KL,,12/6/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,HOPEKINS INTERNATIONAL LIMITED,鎬勤有限公司,FLAT/RM A 12/F SOUTHGATE COMMERCIAL CENTRE 29 GRANVILLE ROAD TSIM SHA TSUI KL,,17/8/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,EMWCSL ADVISORY SERVICES LIMITED,楠釧咨詢服務有限公司,FLAT A 4/F WING YEE COMM BLDG 3-7 WING KUT ST CENTRAL HK,,31/8/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Komma Development Limited ,正點創展有限公司,FLAT/RM 910 9/F HARBOUR CRYSTAL CENTRE 100 GRANVILLE ROAD TST KL,,2/9/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,So Hok Yin,蘇學賢,FLAT B 2/F BLOCK 2 19 TING KOK ROAD FULL SCENE GARDEN TAI PO NEW TERRITORIES,,2/9/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Yung Tsz Chung,容子聰,RM 207 2/F CHEUNG YAM HSE ON YAM EST KWAI CHUNG NEW TERRITORIES,,8/9/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Deluxe Asia Company,豐盛亞洲公司,,九龍觀塘偉業街茂興工業大廈9樓B3室,4/11/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Bright Mortgage Service Limited,睿新按揭服務有限公司,FLAT/RM 501 5/F BELGIAN BANK BUILDING NO. 721-725 NATHAN ROAD MONG KOK KL,,4/11/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Man Wai Cheung Peter,文蔚翔,FLT G 5/F BLK 6 WHAMPOA GARDEN SITE 3 120 BARKER ST,,13/11/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Zero Free Mortgage Platform Limited,零收費按揭配對平台有限公司,UNIT 509-10 5/F HOPE SEA IND CENTRE 26 LAM HING STREET KOWLOON BAY,,7/12/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,TSANG FUK CHUEN HENRY,曾福全,FLAT C 9/F CHEONG WAH COMMERCIAL BUILDING 900-904 CANTON ROAD MONG KOK KOWLOON,,7/12/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Integrity Enterprises Limited,誠信業務有限公司,FLAT C 26/F LEGEND TOWER 7 SHING YIP ST KWUN TONG KL,,22/12/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,AU-YEUNG CHING YUEN,歐陽靖遠,RM 218-219 2/F WING HING WAI KAM SHEUNG YUEN LONG NT,,29/12/2020
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,I Believe Finance Limited,信景財務有限公司,,香港荃灣沙咀道362號全發商業大廈2206室 ,8/1/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Ku On Wah Doris,谷安華,FT 1712 17/F KING YU HSE KING LAM EST TSEUNG KWAN O KOWLOON,,8/1/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Leung Kwok Fai Simon,梁國輝,FLAT A 53/F BLK 3 PARK CENTRAL TSEUNG KWOK O NT,,22/1/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Marcus (Asia) Business Consultant Company,梓晉(亞洲)企業顧問公司,FLAT/RM 1605 16/F LANDWIDE BUILDING 118-120 AUSTIN ROAD KL,,5/3/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,EASY COME ENQUIRY SERVICING LIMITED ,易達咨詢服務有限公司,FLAT/RM C05 8/F CHEUNG KONG FACTORY BUILDING 5 CHANGSHUN STREET LAI CHI KOK KL,,16/3/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,1 Mortgage Management Co.,壹‧按揭策劃公司,UNIT 928 9/F STAR HOUSE 3 SALISBURY ROAD TSIM SHA TSUI KOWLOON,,16/3/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,LUCKY WISE DEVELOPMENT LIMITED,智運按揭轉介有限公司,ROOMS 2510-2518 25/F SHUI ON CENTRE 6-8 HARBOUR ROAD WANCHAI HK,,19/3/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Brightness Knight Management Limited,,COCKLOFT SHOP 10 G/F VALIANT COURT 5 PEACE AVENUE HO MAN TIN KL,,19/3/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,LEADING GROUP DEVELOPMENT LIMITED,領先集團發展有限公司,FLAT/RM 01 2/F CANNY INDUSTRIAL BLDG NO 33 TAI YAU STREET SAN PO KONG ,,1/4/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,LAM YING KIU GARY,林英翹,FLAT H 21/F BLK 1 BANYAN GARDEN LAI CHI KOK KLN,,13/4/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Lau Chui Ling,劉翠玲,"FLT 3512, TAK ON HSE, HAU TAK EST, TSEUNG KWAN O, NT",,27/4/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Lau Ka Chun,劉家俊,"Flat 108 1/F, 1-3 Kam Tin Shi, Kam Tin, Yuen Long NT",,29/4/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Gutsy Mortgage Accounting Affairs Limited ,吉時按揭會計事務所有限公司,"Flat/Rm B25 5/F, East Sun Industrial Building, 20 Shing Yip Street, Kwun Tong KL",,29/4/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Chiu Sau Yu,趙秀瑜,FT 3907 39/F HI SHEK HSE SHEK MUN ESTATE SHA TIN N.T.,,6/5/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,"SOLAR INTERNATIONAL ENTERPRISE CO., LIMITED",太陽國際企業有限公司,"Flat/Rm C-D, 9/F, Wing Kwok Centre, 182 Woosung Street, Jordan KL",,16/6/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Wong Chun Pong,王振邦,Flar 712 7/F Yiu Kwai House Yiu Tung Estate Shau Kei Wan Hong Kong,,9/8/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,O'STAR (HONG KONG) INTERNATIONAL LIMITED,滶星香港國際有限公司,,九龍尖沙咀麼地道61號冠華中心3樓313室,2/9/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,Prestige Fine Wines Limited ,名仕酒業有限公司,"Flat/Rm 404 4/F, Knutsford Commercial Bldg., 4-5 Knutsford Terrace, Tsim Sha Tsui KL",,5/11/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,JAGER MIND COMPANY LIMITED,雅格維有限公司,UNIT 1209 12/F SEAVIEW CENTRE 139-141 HOI BUN ROAD KWUN TONG KL,,16/11/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,K.T. Group (Global) Limited ,嘉貸集團(環球)有限公司,,香港尖沙咀柯士甸道118-120號業廣商業大廈701室,2/12/2021
As at 12:00 noon of 3 January 2022 ,5112,3 Sing Wealth Credit International Limited,三昇國際財富信貸有限公司,2957 0105,SINCERE INTERNATIONAL CONSULTANTS LIMITED,柏鍵國際顧問有限公司,FLAT/RM 502A 5/F MARY BUILDING 71-77 PEKING ROAD TSIM SHA TSUI KL,,20/12/2021
As at 12:00 noon of 3 January 2022 ,4075,360 Credit Limited,360信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5933,448 Credit Limited ,448信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5743,4D Credit Limited,名駿信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3347,515 Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4857,663 Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,6132,688 Finance Limited,688財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5585,801 International Limited,801國際有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4891,88 Industrial Limited,88實業有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5411,888 Credit Limited,８８８信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,6088,8Cash Limited,八字財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4892,8M Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5943,A & C Mortgage Limited,優越按揭有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,6090,A (HK) Finance Limited,定亨信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,2911,A A Compass Finance Limited,環亞財務策劃有限公司,3620 3693,HONG KONG GOLDEN EXPRESS LIMITED ,香港金捷有限公司,"Flat/Rm 106,4/F, Maidstone Road, Tokwawan, KL",,5/12/2016
As at 12:00 noon of 3 January 2022 ,2911,A A Compass Finance Limited,環亞財務策劃有限公司,3620 3693,PROFESSIONAL (INT'L) ASSET MANAGEMENT COMPANY LIMITED ,滙信(國際)資產管理有限公司,"Rm 1909, 19/F Fortune Commercial Building, No. 362 Sha Tsui Road, Tsuen Wan, N.T.",,17/2/2017
As at 12:00 noon of 3 January 2022 ,2911,A A Compass Finance Limited,環亞財務策劃有限公司,3620 3693,Professional Mortgage Referral Company ,滙信物業按揭轉介,"Unit 09, 19/F, Fortune Commercial Building, No. 362 Sha Tsui Road, Tsuen Wan, N.T.",,17/2/2017
As at 12:00 noon of 3 January 2022 ,2911,A A Compass Finance Limited,環亞財務策劃有限公司,3620 3693,EXTRA LIMITED,,"Rm 917, China Merchants Tower, Shun Tak Ctr, 168-200 Connaught Rd, Central, Hong Kong",,17/2/2017
As at 12:00 noon of 3 January 2022 ,2911,A A Compass Finance Limited,環亞財務策劃有限公司,3620 3693,HOSUM CONSULTANT ,灝森顧問,"Flat/Rm 409H, Blk A, 4/F, Hunghom Commercial Centre, 39 Ma Tau Wai Rd, Hunghom",,27/2/2017
As at 12:00 noon of 3 January 2022 ,2911,A A Compass Finance Limited,環亞財務策劃有限公司,3620 3693,Wan Guo Group Holding Limited ,萬國集團控股有限公司,"Unit 2402, 24/F, Progress Commercial Building, 9 Irving Street, Causeway Bay, Hong Kong",,17/3/2017
As at 12:00 noon of 3 January 2022 ,2911,A A Compass Finance Limited,環亞財務策劃有限公司,3620 3693,Innovest Financial Group Limited ,粵創金融集團有限公司,"UNIT B, 17/F, UNITED CENTRE, 95 QUEENSWAY, ADMIRALTY, HONG KONG",,17/3/2017
